full_name,nick_name
LESLIE,LES
LESTER,LES
LESTER,LESTER
LEVICY,VICY
LEVICY,LEVICY
LEVONE,VON
LEVONE,LEVONE
LILLAH,LIL
LILLAH,LILY
LILLAH,LILLAH
LILLAH,LOLLY
LILLAH,LILLY
LIONEL,LEON
LIONEL,LIONEL
LIZZIE,ELIZABETH
LIZZIE,LIZZIE
LIZZIE,LIZ
LOUISA,ELIZA
LOUISA,LOU
LOUISA,LOUISA
LOUISA,LOIS
LOUISE,LOU
LOUISE,LOIS
LOUISE,LOUISE
LOUISE,ELIZA
LUCIAS,LUCIAS
LUCIAS,LUKE
LUCINA,LUCINA
LUCINA,SINAH
LUELLA,LU
LUELLA,LULA
LUELLA,LUELLA
LUELLA,ELLA
LURANA,LURANA
LURANA,LURA
LUTHER,LUKE
LUTHER,LUTHER
LYNDON,LYNN
LYNDON,LINDY
LYNDON,LYNDON
MAHALA,MAHALA
MAHALA,HALLIE
MANOAH,NOAH
MANOAH,MANOAH
MANOLA,NONNIE
MANOLA,MANOLA
MANUEL,EMANUEL
MANUEL,MANNY
MANUEL,MANUEL
MARCUS,MARK
MARCUS,MARCUS
MARGIE,MARGIE
MARGIE,MARJORIE
MARIAH,MARIAH
MARIAH,MARIA
MARIAH,MARY
MARIAN,MARION
MARIAN,MARIANNA
MARIAN,MARIAN
MARION,MARION
MARION,MARY
MARSHA,MARSHA
MARSHA,MARCIE
MARSHA,MARY
MARTHA,MARTY
MARTHA,MATTIE
MARTHA,PATSY
MARTHA,PATTY
MARTHA,MAT
MARTHA,MARTHA
MARTIN,MARTIN
MARTIN,MARTY
MARVIN,MARVIN
MARVIN,MARV
MAVERY,MAVERY
MAVERY,MAVE
MAVINE,MAVINE
MAVINE,MAVE
MAXINE,MAXINE
MAXINE,MAX
MEDORA,DORA
MEDORA,MEDORA
MELODY,LODI
MELODY,MELODY
MELVIN,MELVIN
MELVIN,MEL
MERVYN,MERVYN
MERVYN,MERV
MINNIE,WILHELMINA
MINNIE,MINNIE
MIRIAM,MIRIAM
MIRIAM,MITZIE
MIRIAM,MITZI
MIRIAM,MIMI
MITZIE,MITTY
MITZIE,MITTIE
MITZIE,MITZIE
MONICA,MONICA
MONICA,MONNA
MONICA,MONNIE
MORRIS,MOREY
MORRIS,MORRIS
MURIEL,MUR
MURIEL,MURIEL
MYRTLE,MYRTLE
MYRTLE,MYRTI
MYRTLE,MERT
MYRTLE,MYRT
NADINE,DEEDEE
NADINE,NADA
NADINE,NADINE
NATHAN,NAT
NATHAN,NATHAN
NATHAN,NATE
NELSON,NELS
NELSON,NELSON
NICKIE,NICKIE
NICKIE,NICHOLAS
NICOLE,NICOLE
NICOLE,NOLE
NICOLE,COLE
NICOLE,NIKKI
NOWELL,NOEL
NOWELL,NOWELL
OLIVER,OLIVER
OLIVER,OLLIE
OLIVIA,OLIVIA
OLIVIA,LIVIA
OLIVIA,OLLIE
OLIVIA,NOLLIE
ORILLA,ORILLA
ORILLA,RILLY
ORILLA,ORA
OSWALD,OSSY
OSWALD,WALDO
OSWALD,OZZY
OSWALD,OSWALD
PAMELA,PAM
PAMELA,PAMELA
PHENEY,PHENEY
PHENEY,JOSEPHINE
PHILIP,PHIL
PHILIP,PHILIP
PHILLY,DELPHIA
PHILLY,PHILLY
PHOEBE,FIFI
PHOEBE,PHOEBE
RACHEL,RACHEL
RACHEL,SHELLY
RAMONA,MONA
RAMONA,RAMONA
REGGIE,REGINALD
REGGIE,REGGIE
REGINA,REGGIE
REGINA,REGINA
REGINA,GINA
RELIEF,LEAFA
RELIEF,RELIEF
REUBEN,RUBE
REUBEN,REUBEN
RICHIE,RICHIE
RICHIE,RICHARD
ROBERT,DOBBIN
ROBERT,HOB
ROBERT,HOBKIN
ROBERT,BOB
ROBERT,ROB
ROBERT,ROBERT
ROBERT,DOB
ROBERT,BOBBY
RODGER,HODGE
RODGER,ROD
RODGER,ROBIN
RODGER,ROGE
RODGER,ROBBY
RODGER,RUPERT
RODGER,BOBBY
RODGER,RODGER
ROLAND,LANNY
ROLAND,ROLLO
ROLAND,ORLANDO
ROLAND,ROLAND
ROLAND,ROLLY
RONALD,RONNY
RONALD,RON
RONALD,RONALD
RONALD,NALDO
RONNIE,RONNIE
RONNIE,RONALD
ROSCOE,ROSCOE
ROSCOE,ROSS
ROSINA,SINA
ROSINA,ROSINA
ROXANE,ROX
ROXANE,ROXANE
ROXANE,ROXIE
SALOME,LOOMIE
SALOME,SALOME
SAMSON,SAM
SAMSON,SAMSON
SAMUEL,SAMUEL
SAMUEL,SAMMY
SAMUEL,SAM
SAMYRA,SAMYRA
SAMYRA,MYRA
SANDRA,SANDY
SANDRA,CASSANDRA
SANDRA,SANDRA
SERENA,RENA
SERENA,SERENA
SHAINA,SHAY
SHAINA,SHA
SHAINA,SHAINA
SHARON,SHAY
SHARON,SHA
SHARON,SHARON
SHEILA,CECILIA
SHEILA,SHEILA
SHERYL,SHERYL
SHERYL,SHER
SIDNEY,SIDNEY
SIDNEY,SYD
SIDNEY,SID
SIMEON,SION
SIMEON,SI
SIMEON,SIMEON
SONDRA,SONNIE
SONDRA,DRE
SONDRA,SONDRA
SOPHIA,SOPHIE
SOPHIA,SOPHIA
STEVEN,STEPH
STEVEN,STEVE
STEVEN,STEVEN
STUART,STUART
STUART,STU
SYBILL,SYBILL
SYBILL,SIBBIE
SYDNEY,SID
SYDNEY,SYDNEY
TERESA,TERRY
TERESA,TERESA
THOMAS,TOM
THOMAS,THOMAS
THOMAS,THOM
THOMAS,TOMMY
TOBIAS,TOBIAS
TOBIAS,BIAS
TOBIAS,TOBY
TRISHA,TRISHA
TRISHA,PATRICIA
URSULA,SULA
URSULA,SULIE
URSULA,URSULA
VALERI,VAL
VALERI,VALERI
VICKIE,VICKIE
VICKIE,VICTORIA
VICTOR,VIC
VICTOR,VICTOR
VINSON,VINSON
VINSON,VINNY
VIVIAN,VIV
VIVIAN,VIVIAN
VIVIAN,VI
WALTER,WALTER
WALTER,WALT
WALTER,WALLY
WILBER,BERT
WILBER,WILBER
WILBER,WILL
WILBUR,WILLY
WILBUR,WILBUR
WILBUR,WILLIE
WILLIE,FRED
WILLIE,WILLIAM
WILLIE,WILLIE
WILLIS,WILLY
WILLIS,WILLIS
WILLIS,BILL
WILSON,WILLIE
WILSON,WILL
WILSON,WILLY
WILSON,WILSON
WINNIE,WINNIE
WINNIE,WINNIFRED
WINTON,WINTON
WINTON,WINT
YVONNE,YVONNE
YVONNE,VONNA
ABIGAIL,ABIGAIL
ABIGAIL,ABBY
ABIGAIL,NABBY
ABIGAIL,GAIL
ABRAHAM,ABE
ABRAHAM,AB
ABRAHAM,ABRAHAM
ABSALOM,ABBIE
ABSALOM,ABSALOM
ABSALOM,APP
ABSALOM,AB
ADALINE,LENA
ADALINE,DELIA
ADALINE,ADDY
ADALINE,ADA
ADALINE,DELL
ADALINE,ADALINE
ADELINE,ADA
ADELINE,DELL
ADELINE,ADDY
ADELINE,ADELINE
ADELINE,LENA
ADELINE,DELIA
ALANSON,AL
ALANSON,ALANSON
ALANSON,LANSON
ALAZAMA,ALI
ALAZAMA,ALAZAMA
ALBERTA,BERT
ALBERTA,ALBERTA
ALBERTA,BERTIE
ALBERTA,ALLIE
ALDRICH,RICHE
ALDRICH,RICH
ALDRICH,ALDRICH
ALFONSE,AL
ALFONSE,ALFONSE
ALFREDA,ALFREDA
ALFREDA,FREDDY
ALFREDA,ALFY
ALFREDA,FRIEDA
ALFREDA,FREDA
ALVERTA,VERT
ALVERTA,VIRDIE
ALVERTA,ALVERTA
AMBROSE,AMBROSE
AMBROSE,BROSE
ANNETTE,NETTIE
ANNETTE,ANNETTE
ANNETTE,ANNA
ANTHONY,TONY
ANTHONY,ANTHONY
ANTONIA,ANN
ANTONIA,ANTONIA
ANTONIA,NETTA
ANTONIA,TONY
AQUILLA,AQUILLA
AQUILLA,QUILLIE
AQUILLA,QUIL
ARIADNE,ARIE
ARIADNE,ARIADNE
ARIELLE,ARIE
ARIELLE,ARIELLE
ARIZONA,ARIZONA
ARIZONA,ONA
ARIZONA,ONIE
ARMANDA,ARMANDA
ARMANDA,MANDY
ARMILDA,ARMILDA
ARMILDA,MILLY
ARMINDA,MINDIE
ARMINDA,ARMINDA
ARMINTA,MINNIE
ARMINTA,MINITE
ARMINTA,ARMINTA
ARTEMUS,ART
ARTEMUS,ARTEMUS
ARTHUSA,ARTHUSA
ARTHUSA,THURSA
ASENATH,ASENATH
ASENATH,SENE
ASENATH,NATTY
ASENATH,ASSENE
AUGUSTA,AGGY
AUGUSTA,GUSSIE
AUGUSTA,AUGUSTA
AUGUSTA,GATSY
AUGUSTA,TINA
AURELIA,AURILLA
AURELIA,ORILLA
AURELIA,ORA
AURELIA,AURELIA
AURELIA,RILLY
AURELIA,REE
AZARIAH,AZARIAH
AZARIAH,AZE
AZARIAH,RIAH
BARBARA,BARBY
BARBARA,BABS
BARBARA,BAB
BARBARA,BOBBIE
BARBARA,BARBARA
BARBERY,BARBERY
BARBERY,BARBARA
BEDELIA,BEDELIA
BEDELIA,DELIA
BEDELIA,BRIDGIT
BELINDA,BELLE
BELINDA,LINDA
BELINDA,BELINDA
BERNARD,BERNARD
BERNARD,BERNEY
BERNARD,BERNIE
BERNARD,BARNEY
BERTRAM,BERT
BERTRAM,BERTRAM
BETHENA,THANEY
BETHENA,BETHENA
BETHENA,BETH
BEVERLY,BEVERLY
BEVERLY,BEV
BLANCHE,BEA
BLANCHE,BLANCHE
BOETIUS,BOETIUS
BOETIUS,BO
BRIDGET,BRIDIE
BRIDGET,BIDDIE
BRIDGET,BRIDGIE
BRIDGET,BIDDY
BRIDGET,BRIDGET
CALISTA,KISSY
CALISTA,CALISTA
CAMERON,RONNY
CAMERON,RON
CAMERON,CAMERON
CAMERON,CAM
CAMILLE,MILLIE
CAMILLE,CAMMIE
CAMILLE,CAMILLE
CANDACE,CANDY
CANDACE,CANDACE
CANDACE,DACEY
CARLTON,CARLTON
CARLTON,CARL
CAROLYN,LYNN
CAROLYN,CAROLYN
CAROLYN,CARRIE
CAROLYN,CASSIE
CASWELL,CASS
CASWELL,CASWELL
CECILIA,CECILIA
CECILIA,CISSY
CECILIA,CELIA
CELESTE,LESSIE
CELESTE,CELESTE
CELESTE,CELIA
CELINDA,CELINDA
CELINDA,LYNN
CELINDA,LINDA
CELINDA,LINDY
CHARITY,CHARITY
CHARITY,CHAT
CHARLES,CARL
CHARLES,CHUCK
CHARLES,CHARLES
CHARLES,CHICK
CHARLES,CHARLIE
CHARLIE,CHARLIE
CHARLIE,CHUCK
CHARLIE,CHARLES
CHESLEY,CHET
CHESLEY,CHESLEY
CHESTER,CHESTER
CHESTER,CHET
CHRISTA,CHRIS
CHRISTA,CHRISTA
CHRISTY,CHRISTY
CHRISTY,CRISSY
CLAUDIA,CLAUD
CLAUDIA,CLAUDIA
CLEATUS,CLEAT
CLEATUS,CLEATUS
CLEMENT,CLEM
CLEMENT,CLEMENT
CLIFTON,CLIFTON
CLIFTON,TONY
CLIFTON,CLIFF
CORINNE,CORA
CORINNE,ORA
CORINNE,CORINNE
CRYSTAL,TAL
CRYSTAL,CHRIS
CRYSTAL,STAL
CRYSTAL,CRYS
CRYSTAL,CRYSTAL
CYNTHIA,CYNTHIA
CYNTHIA,CINTHA
CYNTHIA,CINDY
DARLENE,DARLENE
DARLENE,LENA
DARLENE,DARRY
DEBORAH,DEBBIE
DEBORAH,DEBBY
DEBORAH,DEB
DEBORAH,DEBORAH
DELBERT,DEL
DELBERT,DELBERT
DELBERT,BERT
DELILAH,DELILAH
DELILAH,DELLA
DELILAH,DELL
DELILAH,LIL
DELILAH,LILA
DELORES,DELORES
DELORES,DELLA
DELORES,LOLA
DELORES,DEE
DELORES,DELL
DELORES,LOLLY
DEMARIS,DEMARIS
DEMARIS,DEA
DEMARIS,MARIS
DEMARIS,MARY
DERRICK,DERRICK
DERRICK,RICK
DERRICK,ERIC
DERRICK,RICKY
DICKSON,DICK
DICKSON,DICKSON
DOMENIC,DOMENIC
DOMENIC,DOM
DOMINIC,DOMINIC
DOMINIC,DOM
DORINDA,DORINDA
DORINDA,DOROTHEA
DORINDA,DORA
DOROTHY,DOTTY
DOROTHY,DOROTHY
DOROTHY,DOLLY
DOROTHY,DOT
DOROTHY,DORTHA
DOUGLAS,DOUG
DOUGLAS,DOUGLAS
EARNEST,ERNESTINE
EARNEST,EARNEST
EARNEST,ERNIE
EDUARDO,ED
EDUARDO,EDDY
EDUARDO,EDDIE
EDUARDO,EDUARDO
ELEANOR,NORA
ELEANOR,LENORA
ELEANOR,ELEANOR
ELEANOR,ELLIE
ELEANOR,ELLEN
ELEANOR,ELAINE
ELEANOR,LANNA
ELEANOR,NELLY
ELEAZER,ELEAZER
ELEAZER,LAZAR
ELMINIE,ELMINIE
ELMINIE,MINNIE
ELOUISE,LOUISE
ELOUISE,ELOUISE
ELSWOOD,ELSWOOD
ELSWOOD,ELSEY
EMANUEL,MANUEL
EMANUEL,MANNY
EMANUEL,EMANUEL
EMELINE,EM
EMELINE,EMILY
EMELINE,EMELINE
EMELINE,EMMY
EMELINE,MILLY
EMELINE,EMMA
EPHRAIM,EPH
EPHRAIM,EPHRAIM
ERASMUS,RASMUS
ERASMUS,ERASMUS
ERASMUS,RAZE
ESENETH,SENIE
ESENETH,ESENETH
ESTELLA,ESTELLA
ESTELLA,STELLA
ESTELLA,ESSY
ESTELLE,ESSY
ESTELLE,STELLA
ESTELLE,ESTELLE
EUDORIS,DOSIE
EUDORIS,EUDORIS
EUDORIS,DOSSIE
EVALINE,EVALINE
EVALINE,EVA
EVALINE,LENA
EVALINE,EVE
EZEKIEL,ZEKE
EZEKIEL,EZ
EZEKIEL,EZEKIEL
EZIDEEN,EZ
EZIDEEN,EZIDEEN
FELICIA,FELI
FELICIA,FELICIA
FELICIA,FELIX
FELICIA,FEL
FIDELIA,FIDELIA
FIDELIA,DELIA
FRANCES,FRAN
FRANCES,FRANNIE
FRANCES,FANNY
FRANCES,FRANCES
FRANCES,FRANKIE
FRANCES,CISSY
FRANCES,FRANNIEY
FRANCES,SIS
FRANCES,FRANCIE
FRANCIE,FRANCIE
FRANCIE,FRANCINE
FRANCIS,FRAN
FRANCIS,FRANCIS
FRANCIS,FRANK
FRANCIS,FRANKIE
FRANKIE,FRANCIS
FRANKIE,FRANK
FRANKIE,FRANKIE
GABRIEL,GABE
GABRIEL,GABRIEL
GABRIEL,GABBY
GEORGIA,GEORGIANA
GEORGIA,GEORGE
GEORGIA,GEORGIA
GILBERT,GILBERT
GILBERT,BERT
GILBERT,WILBER
GILBERT,GIL
GREGORY,GREGORY
GREGORY,GREG
HARRIET,HARRIET
HARRIET,HATTIE
HEATHER,HEATHER
HEATHER,HETTY
HELOISE,ELOUISE
HELOISE,LOIS
HELOISE,HELOISE
HELOISE,ELOISE
HERBERT,HERB
HERBERT,BERT
HERBERT,HERBERT
HOPKINS,HOP
HOPKINS,HOPP
HOPKINS,HOPKINS
ISADORA,DORA
ISADORA,ISADORA
ISADORA,ISSY
ISIDORE,IZZY
ISIDORE,ISIDORE
JACKSON,JACKSON
JACKSON,JACK
JACOBUS,JACOBUS
JACOBUS,JACOB
JANNETT,NETTIE
JANNETT,JANNETT
JEFFREY,GEOFF
JEFFREY,JEFFREY
JEFFREY,JEFF
JESSICA,JESSICA
JESSICA,JESSIE
JOHANNA,JO
JOHANNA,JOHANNA
JOSETTA,JOSETTA
JOSETTA,JETTIE
JUANITA,JUANITA
JUANITA,NITA
JUANITA,NETTIE
KATELIN,KAY
KATELIN,KATE
KATELIN,KATELIN
KATELIN,KAYE
KATELYN,KATE
KATELYN,KAY
KATELYN,KAYE
KATELYN,KATELYN
KATHRYN,KATHRYN
KATHRYN,KATHY
KENDALL,KENNY
KENDALL,KEN
KENDALL,KENDALL
KENNETH,KENNETH
KENNETH,KENDRICK
KENNETH,KEN
KENNETH,KENNY
KRISTEL,KRIS
KRISTEL,KRISTEL
KRISTEN,CHRIS
KRISTEN,KRISTEN
KRISTIN,CHRIS
KRISTIN,KRISTIN
LAVERNE,VERNON
LAVERNE,VERNA
LAVERNE,LAVERNE
LAVINIA,VINEY
LAVINIA,VINA
LAVINIA,LAVINIA
LAVINIA,INA
LAVONIA,VINEY
LAVONIA,VINA
LAVONIA,WYNCHA
LAVONIA,LAVONIA
LAVONIA,VONNIE
LAVONNE,VON
LAVONNE,LAVONNE
LEONARD,LEON
LEONARD,LEONARD
LEONARD,LEO
LEONARD,LINEAU
LEONARD,LEN
LEONARD,LENNY
LEONORA,NORA
LEONORA,LEONORA
LEONORA,NELLIE
LEONORA,NELL
LEONORE,NORA
LEONORE,HONOR
LEONORE,LEONORE
LEONORE,ELENOR
LETITIA,LETTICE
LETITIA,LETITIA
LETITIA,TISH
LETITIA,TITIA
LETITIA,LETTIE
LILLIAN,LILLY
LILLIAN,LILLIAN
LILLIAN,LOLLY
LILLIAN,LIL
LINCOLN,LINK
LINCOLN,LINCOLN
LORENZO,LORENZO
LORENZO,LOREN
LORETTA,RETTA
LORETTA,LORETTA
LORETTA,ETTA
LORETTA,LORRIE
LUCILLE,LU
LUCILLE,LOU
LUCILLE,LUCILLE
LUCILLE,LUCY
LUCILLE,CILLE
LUCINDA,LU
LUCINDA,LUCY
LUCINDA,CINDY
LUCINDA,LUCINDA
LUCINDA,LOU
LUNETTA,NETTIE
LUNETTA,LUNETTA
MADISON,MATTIE
MADISON,MADDY
MADISON,MADISON
MALACHI,MALACHI
MALACHI,MALLY
MALCOLM,MALC
MALCOLM,MAC
MALCOLM,MALCOLM
MALCOLM,MAL
MALINDA,LINDY
MALINDA,MALINDA
MANERVA,EVE
MANERVA,NERVIE
MANERVA,MINERVA
MANERVA,NERVA
MANERVA,MANERVA
MARILYN,MARY
MARILYN,MARILYN
MARISSA,MARISSA
MARISSA,RISSA
MARTINA,MARTINA
MARTINA,TINA
MARTINE,TINE
MARTINE,MARTINE
MATILDA,MATTY
MATILDA,TILLY
MATILDA,MAUD
MATILDA,MATILDA
MATTHEW,THIAS
MATTHEW,MATTHEW
MATTHEW,MATTIE
MATTHEW,MATT
MATTHEW,THYS
MATTHEW,MATTY
MAUREEN,MARY
MAUREEN,MAUREEN
MAURICE,MOREY
MAURICE,MAURICE
MCKENNA,MCKENNA
MCKENNA,KEN
MCKENNA,MEAKA
MCKENNA,KENNA
MELANIE,MELLIE
MELANIE,MELANIE
MELINDA,MELINDA
MELINDA,LYNN
MELINDA,MEL
MELINDA,MINDY
MELINDA,LINDA
MELINDA,LINDY
MELISSA,MELISSA
MELISSA,LISSA
MELISSA,MISSY
MELISSA,MILLY
MELISSA,MEL
MELISSA,LISA
MELLONY,MELLIA
MELLONY,MELLONY
MELVINA,MELVINA
MELVINA,VINA
MICAJAH,MICAJAH
MICAJAH,CAGE
MICHAEL,MICHAEL
MICHAEL,MIKE
MICHAEL,MICAH
MICHAEL,MICK
MICHAEL,MICKY
MILDRED,MILLY
MILDRED,MILDRED
MINERVA,MINNIE
MINERVA,MINERVA
MIRANDA,MIRA
MIRANDA,MIRANDA
MIRANDA,MANDY
MIRANDA,RANDY
NATALIE,NATALIE
NATALIE,NATTY
NATALIE,NETTIE
NATASHA,TASHA
NATASHA,NAT
NATASHA,NATASHA
NORBERT,NORBERT
NORBERT,BERT
NORBERT,NORBY
OBADIAH,DYER
OBADIAH,OBED
OBADIAH,DIAH
OBADIAH,OBIE
OBADIAH,OBADIAH
OCTAVIA,OCTAVIA
OCTAVIA,TAVE
OCTAVIA,TAVIA
ORLANDO,ORLANDO
ORLANDO,ROLAND
PANDORA,PANDORA
PANDORA,DORA
PATRICK,PATRICK
PATRICK,PADDY
PATRICK,PATSY
PATRICK,PETER
PATRICK,PAT
PATRICK,PATE
PAULINA,POLLY
PAULINA,LINA
PAULINA,PAULINA
PAULINE,POLLY
PAULINE,PAULINE
PHERIBA,FERBIE
PHERIBA,PHERBIA
PHERIBA,PHERIBA
PHILLIP,PHIL
PHILLIP,PHILLIP
RAFAELA,RAFAELA
RAFAELA,RAFA
RAPHAEL,RAPHAEL
RAPHAEL,RALPH
RAYMOND,RAYMOND
RAYMOND,RAY
REBECCA,BECKY
REBECCA,BECCA
REBECCA,BECK
REBECCA,REBECCA
REBECCA,REBA
REYNOLD,REYNOLD
REYNOLD,REGINALD
RICARDO,RICARDO
RICARDO,RICKY
RICARDO,RICK
RICHARD,DICKY
RICHARD,RICHARD
RICHARD,DICK
RICHARD,RICK
RICHARD,RICH
RICHARD,DICKIE
RICHARD,RICKY
RICHARD,DICKON
ROBERTA,BOBBI
ROBERTA,BOBBIE
ROBERTA,BERTIE
ROBERTA,ROBBIE
ROBERTA,BERT
ROBERTA,BIRDIE
ROBERTA,ROBERTA
ROSABEL,ROSA
ROSABEL,ROSABEL
ROSABEL,BELLE
ROSABEL,ROZ
ROSABEL,ROSE
ROSALYN,ROZ
ROSALYN,ROSA
ROSALYN,ROSALYN
ROSALYN,ROSE
ROSALYN,LINDA
ROSEANN,ROZ
ROSEANN,ROSEANN
ROSEANN,ROSE
ROSEANN,ANN
ROSEANN,ROSIE
ROXANNA,ROSE
ROXANNA,ANN
ROXANNA,ROXIE
ROXANNA,ROXANNA
ROXANNE,ANN
ROXANNE,ROXIE
ROXANNE,ROXANNE
ROXANNE,ROSE
RUDOLPH,DOLPH
RUDOLPH,RUDOLPH
RUDOLPH,ROLF
RUDOLPH,RUDY
RUDOLPH,OLPH
RUSSELL,RUSTY
RUSSELL,RUSS
RUSSELL,RUSSELL
SABRINA,SABRINA
SABRINA,BRINA
SAMPSON,SAMPSON
SAMPSON,SAM
SANFORD,SANFORD
SANFORD,SANDY
SARILLA,SILLA
SARILLA,SARILLA
SERILLA,RILLA
SERILLA,SERILLA
SEYMOUR,SEE
SEYMOUR,SEYMOUR
SEYMOUR,MOREY
SHELDON,SHELDON
SHELDON,SHELLY
SHELTON,SHELLY
SHELTON,SHEL
SHELTON,SHELTON
SHELTON,TONY
SHIRLEY,SHIRL
SHIRLEY,SHIRLEY
SHIRLEY,LEE
SHIRLEY,SHERRY
SIGFRID,SIGFRID
SIGFRID,SID
SILENCE,LILEY
SILENCE,SILENCE
SOLOMON,SAL
SOLOMON,SAUL
SOLOMON,SOLOMON
SOLOMON,SALMON
SOLOMON,ZOLLY
SOLOMON,SOLLY
SOLOMON,SOL
STEPHAN,STEVE
STEPHAN,STEPHAN
STEPHEN,STEVE
STEPHEN,STEPHEN
STEPHEN,STEPH
SUZANNE,SUE
SUZANNE,SUKI
SUZANNE,SUSIE
SUZANNE,SUZANNE
TABITHA,TABITHA
TABITHA,TABBY
TAMARRA,TAMMY
TAMARRA,TAMARRA
TANAFRA,TANNY
TANAFRA,TANAFRA
TERENCE,TERRY
TERENCE,TERENCE
THEOTHA,THEOTHA
THEOTHA,OTHA
THERESA,THERESA
THERESA,TESS
THERESA,TERRY
THERESA,TESSA
THERESA,TESSIE
THERESA,TRACY
THERESA,THURSA
THERESA,THIRZA
THOMASA,TAMZINE
THOMASA,THOMASA
TIFFANY,TIFF
TIFFANY,TIFFANY
TIFFANY,TIFFY
TILFORD,TILLIE
TILFORD,TILFORD
TIMOTHY,TIMMY
TIMOTHY,TIMOTHY
TIMOTHY,TIM
VALERIE,VAL
VALERIE,VALERIE
VANESSA,VANNA
VANESSA,VANESSA
VANESSA,NESSA
VANESSA,ESSA
VINCENT,VINCENT
VINCENT,VINNIE
VINCENT,VIN
VINCENT,VINNY
VINCENT,VINCE
VINCENT,VIC
WALLACE,WALLY
WALLACE,WALLACE
WEBSTER,WEBSTER
WEBSTER,WEBB
WILFRED,WILFRED
WILFRED,FRED
WILFRED,WILL
WILFRED,WILLIE
WILLIAM,BELL
WILLIAM,WILLY
WILLIAM,BELA
WILLIAM,WILLIAM
WILLIAM,BILL
WILLIAM,WILLIE
WILLIAM,BILLY
WILLIAM,WILL
WOODROW,DREW
WOODROW,WOODY
WOODROW,WOOD
WOODROW,WOODROW
ZEBEDEE,ZEBEDEE
ZEBEDEE,ZEB
ABEDNEGO,BEDNEY
ABEDNEGO,ABEDNEGO
ADELAIDE,ADELAIDE
ADELAIDE,DELL
ADELAIDE,HEIDI
ADELAIDE,ADELE
ADELAIDE,ADDY
ADELAIDE,DELLA
ADELBERT,BERT
ADELBERT,ADELBERT
ADELBERT,DEL
ADELBERT,DELBERT
ADELBERT,ALBERT
ADELPHIA,ADELE
ADELPHIA,ADELPHIA
ADELPHIA,DELPHIA
ADELPHIA,PHILLY
ADELPHIA,DELL
ADELPHIA,ADDY
ADOLPHUS,DOLPH
ADOLPHUS,ADOLPHUS
ADOLPHUS,ADOLPH
ADOLPHUS,ADO
ADRIENNE,ADRIAN
ADRIENNE,ADRIENNE
ALASTAIR,AL
ALASTAIR,ALASTAIR
ALGERNON,ALGY
ALGERNON,ALGERNON
ANDERSON,ANDY
ANDERSON,ANDERSON
ANGELINA,ANGELINA
ANGELINA,LINA
APPOLINE,APPIE
APPOLINE,APPY
APPOLINE,APPOLINE
ARABELLA,BELLA
ARABELLA,BELLE
ARABELLA,ARABELLA
ARABELLA,ARRY
ARABELLA,ARA
ARABELLE,ARA
ARABELLE,BELLA
ARABELLE,BELLE
ARABELLE,ARABELLE
ARABELLE,ARRY
ARAMINTA,ARAMINTA
ARAMINTA,RUMINTA
ARAMINTA,ARMIDA
ARAMINTA,MIDDIE
ARAMINTA,MINTY
AUGUSTUS,AUGUSTUS
AUGUSTUS,AUGUST
AUGUSTUS,AUSTIN
AUGUSTUS,GUS
AVARILLA,RILLA
AVARILLA,AVARILLA
BARNABAS,BARNEY
BARNABAS,BARNABAS
BARTICUS,BART
BARTICUS,BARTICUS
BAZALEEL,BAZALEEL
BAZALEEL,BASIL
BEATRICE,BEA
BEATRICE,TRIX
BEATRICE,TRIXIE
BEATRICE,TRISHA
BEATRICE,BEATRICE
BENEDICT,BENNIE
BENEDICT,BEN
BENEDICT,BENEDICT
BENJAMIN,BENJY
BENJAMIN,JAMIE
BENJAMIN,BENJAMIN
